"predicted_nutrient","experiment_num","measured_con","lm_predicted","gbm_predicted","hybrid_gbm_predicted"
"TN",1,0.91,0.547655304196454,0.534340083091413,0.359626201031815
"TN",1,1,0.593231364457171,1.11116191078259,0.793194752938059
"TN",1,0.56,0.665631046193543,0.62516501632433,0.820750193000966
"TN",1,0.67,0.625318720902011,0.685212234809228,0.753845903844263
"TN",1,0.74,0.690466909115068,0.856501165930794,0.824707531395845
"TN",1,1.2,0.750480842312771,1.33229252527151,1.33306076297851
"TN",1,0.9,0.625141172158283,0.981756942760126,1.00670863545395
"TN",1,0.79,0.732894951110188,0.741114084157568,0.897272861841821
"TN",1,0.77,0.8604427845633,0.861637272264378,0.914480017070426
"TN",1,0.72,1.09347976085307,0.795433153791018,0.79425927747211
"TN",1,0.89,0.844586273414865,0.772872510634658,0.783409882128954
"TN",1,0.69,0.613533753931562,0.825193878639811,0.764208516890808
"TN",1,0.57,0.558412665872217,0.788840564729369,0.46742133985174
"TN",1,1.9,0.571406031484591,0.758326501272199,0.767798661540415
"TN",1,1.1,0.699843518980747,1.24442034131875,1.22682797017751
"TN",1,0.87,0.607293532671744,0.860708888756888,0.907978258366231
"TN",1,0.7,0.769689910432715,1.00959940705101,1.01762290128889
"TN",1,0.7,0.870025105492341,0.848904767447912,0.844641169848437
"TN",1,1.1,0.76056444915319,0.879726070641618,0.830282132427124
"TN",1,0.65,0.641597415689547,0.639362164373542,0.677081123023074
"TN",1,0.42,0.552183986302099,0.657298826857501,0.478084639850558
"TN",1,0.7,0.560716730269024,0.693088320407582,0.881460535871082
"TN",1,0.67,0.565995965872283,0.64909937415107,0.473423375426688
"TN",1,0.68,0.563350164422362,0.864211900042168,0.898087639034479
"TN",1,0.61,0.560637121946435,0.626424743811856,0.579168344317918
"TN",1,0.93,0.565112653743136,0.853693139250042,0.847606201388842
"TN",1,1.4,0.563270181460398,0.804943948510407,0.50136730115104
"TN",1,0.62,0.561752670729653,0.718570233982925,0.772007986542135
"TN",1,0.84,0.574252717116028,0.773264024416161,0.666720318799367
"TN",1,1.1,0.571974238052262,0.760316933658966,0.845531703162439
"TN",1,0.54,0.566880657922706,0.711124182391336,0.490514480245209
"TN",1,0.83,0.638961000253834,0.874579540390779,0.918840311128513
"TN",1,1.8,0.615890333515933,1.16773021957197,1.19417460392341
"TN",1,0.95,0.650402715386112,1.04198102867313,1.05351637371919
"TN",1,0.4,0.54470839479979,0.325457794400587,0.298436551455875
"TN",1,0.971,1.35687536628774,1.2028347344756,1.03871702940542
"TN",1,1.24,1.91241319595313,1.19901442139311,1.299813835079
"TN",1,1.1,1.42986144660437,1.17013143413208,1.25737306443005
"TN",1,0.582,0.891281017989015,0.628893190407613,0.727589721933133
"TN",2,1.01,1.30152705129376,1.11102049460778,1.21748389218404
"TN",2,1.1,0.560890234707887,0.919589151882273,0.770033215136958
"TN",2,0.66,0.557101383305776,0.831966579341074,0.794678439442866
"TN",2,1.86,0.68301681790115,1.24680498669325,1.5102419579235
"TN",2,1.8,0.707784711093874,1.39441438820433,1.17350075972393
"TN",2,1.85,0.815581080134953,1.36863474496979,1.32126222307558
"TN",2,1.19,0.627758273823891,1.42867946264643,1.69693188233449
"TN",2,0.88,0.897540219123911,1.19067913796223,1.36344821044751
"TN",2,1.07,1.24498164279008,1.09189925901118,1.04487623574343
"TN",2,0.85,0.552540717603645,0.714388504519626,0.647366404147195
"TN",2,1.45,0.542122006461244,0.464961925851546,0.480281233620049
"TN",2,0.71,0.575225657546716,1.11445061030459,0.705571524403202
"TN",2,0.63,0.563728449859478,0.7634526474131,0.677779131735693
"TN",2,0.32,0.545179646669038,0.823207516920436,0.749532467535257
"TN",2,1.66,0.543766290706238,0.418204389367254,0.501414753004046
"TN",2,2,0.556940724232556,1.32211600145237,1.39528769531446
"TN",2,1.3,0.572412100728386,1.01779106289811,0.980574408372433
"TN",2,0.65,0.561618693900046,0.941339662722291,0.912808963068191
"TN",2,1,0.557262087965287,0.877227654968875,0.870377579347951
"TN",2,0.57,0.560162720378853,0.654821574045511,0.800894325957981
"TN",2,0.72,0.544786679457683,0.925571139073295,0.861738624543696
"TN",2,0.65,0.545730276423058,0.816743865878359,0.845704606309687
"TN",2,1.3,0.553817122017808,1.13095954660754,0.935309299168118
"TN",2,0.6,0.676937066198481,0.893934997602195,0.93391671661125
"TN",2,0.703,0.623517724303175,0.722899779310856,0.765033209303501
"TN",2,0.574,0.570187611530879,0.582646676858955,0.432385430634165
"TN",2,0.85,0.566254289130121,0.690338315804518,0.652217670922686
"TN",2,0.49,0.620199579697651,0.601656250274692,0.584642749205038
"TN",2,0.32,0.606577563059187,0.492450246695632,0.588476379252543
"TN",2,0.55,0.600744891330455,0.539804734177635,0.621221130497969
"TN",2,0.96,0.56641763408933,0.755448545004652,0.542536081058635
"TN",2,1.3,0.695440908002691,0.89277740755649,0.78913277313802
"TN",2,1.1,0.854839824159153,0.830930708016384,1.21606681338014
"TN",2,0.96,1.46469679710141,1.13229356820589,1.16607111013981
"TN",2,0.53,0.635684050994355,0.476366754034456,0.514242951393186
"TN",2,0.56,0.582068323585955,0.351793176911939,0.391011158382038
"TN",2,1.9,0.7635630758535,1.50036858981549,1.02280793921974
"TN",2,2.2,0.753282076673104,0.810595324311047,0.68994082670052
"TN",2,0.65,1.09233767930954,0.78088490511831,0.702928928874691
"TN",2,0.33,0.559678235906699,0.367320059166887,0.292772978690499
"TN",2,0.58,0.5673986969178,0.580108420736037,0.601226102714229
"TN",2,0.67,0.625679519910892,0.672826330635151,0.66977665660736
"TN",2,2.2,0.691042062870224,0.953354786823843,1.2210529513979
"TN",2,0.78,0.680853261448132,0.749923051532884,0.76022222059076
"TN",2,0.61,0.621453012513199,0.498946073900234,0.449894432400853
"TN",2,0.56,0.584929344088919,0.353142330841271,0.311280025435395
"TN",2,0.36,0.554936394117911,0.350015451326724,0.382835515315033
"TN",2,0.43,0.553098782016503,0.335153011117134,0.339219875754952
"TN",2,1.1,0.586026976165971,0.738004717947447,0.937225987536038
"TN",2,0.45,0.618502536503513,0.676751159479877,0.766091635705528
"TN",2,0.64,0.607803464743856,0.676607781721221,0.563322236206029
"TN",2,0.65,0.579388383260747,0.730758849466913,0.691789158284304
"TN",2,0.85,0.582908344290944,0.555017608214334,0.720277717499478
"TN",2,0.53,0.589162292305998,0.521254526128423,0.54769937302007
"TN",2,0.78,0.58358123409541,0.598944225843491,0.716150947571473
"TN",2,0.81,0.756439021342126,0.614267475464676,0.668888622913343
"TN",2,0.69,0.767648231883884,0.715372435595748,0.638651097830617
"TN",2,0.52,0.633761818432851,0.606856060545594,0.603499882535134
"TN",2,0.7,0.643060406237009,0.624220097176805,0.603499882535134
"TN",2,0.48,0.669075626096956,0.568993010881029,0.661326903556277
"TN",2,0.49,0.665419069793336,0.570178277130126,0.598067516045186
"TN",2,0.29,0.609998741177489,0.51137744711764,0.485595693577869
"TN",2,0.39,0.597547935826597,0.491574144982061,0.475260029513849
"TN",2,0.42,0.578720328749371,0.463971387931869,0.419798585255804
"TN",2,0.36,0.568709424214925,0.372808965284168,0.368824421210379
"TN",2,0.43,0.559920426122406,0.32387698113684,0.345792817994969
"TN",2,0.46,0.572412100728386,0.40821422145637,0.351477098207146
"TN",2,0.39,0.550155383294399,0.385281928453782,0.390712807165054
"TN",2,0.39,0.547069836666287,0.35147469559765,0.328959139962451
"TN",2,0.27,0.547069836666287,0.348537510320454,0.324554557907238
"TN",2,0.13,0.540950562220842,0.205098056924103,0.215803442125356
"TN",2,0.21,0.552062824646602,0.342254654411674,0.327257881615963
"TN",2,0.15,0.552620407141301,0.38939292385503,0.340056930010837
"TN",2,0.28,0.65164909068444,0.825535259016232,0.728290097583199
"TN",2,0.42,0.602306345107513,0.47306073416876,0.539533210061735
"TN",2,0.7,0.71239286020266,0.663425959743322,0.540762938888996
"TN",2,0.63,0.621990973057823,0.527963056689707,0.408934002772078
"TN",2,0.58,0.632666010202157,0.647425271210113,0.911414386776888
"TN",2,0.86,0.639730513349902,0.662514004832932,0.949010050649311
"TN",2,0.55,0.633761818432851,0.662052081853705,0.503974121596786
"TN",2,0.43,0.758952209844418,0.477616549791264,0.454761986943788
"TN",2,0.51,0.674695462011184,0.543023509528882,0.471539777221998
"TN",2,0.49,0.63002562342698,0.449052346576945,0.436453187395517
"TN",2,0.26,0.615832442269974,0.427258395174473,0.42665630888422
"TN",2,0.38,0.579889930576363,0.355776907903343,0.349841487537386
"TN",2,0.34,0.561618693900046,0.298284161857452,0.29473578288943
"TN",2,0.38,0.56040512024609,0.298434679024726,0.286054545048418
"TN",2,0.28,0.557342458437051,0.299829662343122,0.270598022590076
"TN",2,0.32,0.556378783385151,0.299829662343122,0.272879322842049
"TN",2,0.33,0.550076049969437,0.37267754669777,0.371074129490057
"TN",2,0.36,0.555016429169205,0.309300431138801,0.316210741328189
"TN",2,0.35,0.554776360147912,0.321456694694181,0.33078592769422
"TN",2,0.56,0.547859348775525,0.401812428569352,0.404936191223949
"TN",2,0.52,0.547543407445339,0.402230824795897,0.406564238348222
"TN",2,0.54,0.546990948282301,0.405071194446066,0.406386625157572
"TN",2,0.42,0.54408005257947,0.379560795530855,0.33834356720893
"TN",2,0.31,0.542513050843949,0.276878799415938,0.252231085174695
"TN",2,0.26,0.541731243206609,0.299469744534221,0.293909872796183
"TN",2,0.21,0.541028579445449,0.237875859183504,0.263955616778374
"TN",2,0.35,0.540950562220842,0.246655118588891,0.255671175178423
"TN",2,0.17,0.541653124656715,0.259172999445679,0.260956402675229
